|question|ps_0|ps_1|ps_2|right_answer_id
1041|В какой день признан на международном уровне и ежегодно наблюдается как Всемирный день СПИДа?|1 июня|5 апреля|1 декабря|2.0
1042|Эта неправительственная организация анти-СПИДа была основана Bono и Bobby Shraper в 2002 году с запускным капиталом из Биллов Гейтс.|Живая помощь|Долг, СПИД, торговля Африкой|Band Aid|1.0
1043|Земли атмосфера состоит из которых два основных элемента?|Кислород и водород|водород и оксоне|кислород и азот|2.0
1044|Как было название земных сначала искусственного спутника?|Telstar 1|Телос 1|Спутник 1|2.0
1045|Как долго требуется за планету землю на орбиту солнца?|365 дней|2 года|8 месяцев|0.0
1046|Как долго стоит один день на планете Земля?|Около 26 часов|около 24 часов|около 36 часов|1.0
1047|Земля орбит на солнце в среднем расстоянии от того, сколько миллионов миль?|42|93|89|1.0
1048|Ученые оценивают, что земля и солнечная система были сформированы, как давно?|100 миллионов лет|4,5 миллиарда лет|10 миллиардов лет|1.0
1049|Этот знаменитый главный интерес математика был установлен теорией. Он славится его диагональным методом» доказательства.|Эйлер|Гедл|Кантор|2.0
1050|Хотя он известен прежде всего как физик, Альберт Эйнштейн сделал хотя бы один очень важный вклад в современную математику. В каком поле был этот вклад?|Тензорной анализ|дифференциальная топология|теория групп|0.0
1051|в математике, 6!читается как шесть факториала ». Рассчитать 6!|24|720|120|1.0
1052|Комбинированная блокировка» имеет три целых числа. Каждое целое число является членом этого набора: {0, 1, 2, 3, 4,}. Сколько таких блоков с разными комбинациями можно сделать?|21|125|15|1.0
1053|Пара честных костей прокатается, а цифры на кости добавляются. Какова вероятность того, что вы будете катить семь?|6 из 36|7 из 36|13 из 36|0,0
1054|Какая функция равна его производной?|y = e ^ x|y = log x|y = cos x|0.0
1055|Какой математик доказал, что каждый угол может быть восстановлен?|Аристарк|Евклид|Никто никогда не мог|2.0
1056|Что математики называют четырехугольник с ровно одной парой параллельных сторон?|Трапеция|квадрат|прямоугольник|0,0
1057|И Ньютон и Лейбницу заявили о кредите для изобретения исчисления. Какое утверждение о исчислении верно?Кто бы ни изобрел это, мы используем нотацию Лейбница.|Гаусс действительно изобрел его.|Эйлер действительно изобрел его.|0.0|
1058|Найти режим этого списка номеров: 0,0,1,0,3,6,8,0.|1|0|2|1.0
1059|Кто был первым президентом США опубликовать математическое доказательство?|Бенджамин Пирс|Томас Джефферсон|Джеймс Гарфилд|2.0
1060|Что поддерживает мужские вторичные сексуальные характеристики?|эпидидимис|андроген|VAS семявына|1,0
1061|Что такое мужской репродуктивный орган, который выделяет щелочную жидкость?|Семальный пузырь|Простата железа|Казнатья железа|1.0
1062|Что такое символ для ванадия?|Vd|v|vn|1.0
1063|Что такое символ для магния?|Мг|м|mn|0.0
1064|Что такое символ для ниобия?|Ni|n|nb|2.0
1065|Что такое символ для золота?|AU|AO|G|0.0
1066|Что такое символ для кобальта?|CO|CT|C|0.0
1067|Что такое символ для железа?|Fe|I|IR|0.0
1068|Что такое символ для Таллия?|TA|TL|TH|1.0
1069|Что такое символ гелия?|Он|привет|HL|0.0
1070|Что такое символ для меди?|CP|CU|CO|1.0
1071|Пустыня продвигаются и захватывают землю. Например, в Мали пустыня продвигается на этой скорости.|37 миль в год|4 мили в год|11 миль в год|2.0
1072|Какая из этих продуктов занимает более 30 лет до биодеграда?|Сигаретные фильтры|кожаная обувь|нейлоновая ткань|2.0
1073|Кислотный дождь определяется как дождь с pH ниже этого.|8,6|5.6|2.6|1.0
1074|Многие кредиты этой книги Rachel Carson с запуском движения экологи.|Мягкая пружина|тихая весна|белая весна|1.0
1075|Каждый день это количество видов растений и животных вымерла.|140 - 200|50 - 100|250 - 350|1.0
1076|Зимой 1998-1999 гг. В этом штате У..с. Государство разбило рекорд МТ. Ранье с 1971-1972 годов за крупнейший объем совокупного снегопада в истории.|Вашингтон|Мэн|Монтана|0.0
1077|Какой термин используется лыжниками, чтобы описать влажный гранульный снег?|Губеры|Кукуруза|Компаки|1.0
1078|Выберите заявление об снегу арбуза, который не правда.|Арбуз снег розовый цвет.|Арбуз снег создан, когда солнечные лучи отражают его.|Арбуз снег вызван красным цветным водорослями.|1.0
1079|Во время мировой войны я примерно сколько солдат умер в результате лавинов?|25 000|60 000|10000|1.0
1080|Какую масштаб используют только для описания ураганов, образующихся в Атлантическом океане и Северной Тихий океане?|Saffir-Simpson Hurricane Scale|Гамильтон-Норвуд Шкала|Шкала Бофорта|0.0
1081|Что из них классифицируется на шкале Гамильтона-Норвуда?|усталость|Мужская выпадение волос|кровяное давление|1.0
1082|Как называется масштаб, созданный энтомологом, который был ужасен почти каждым видом пчелы, муравья и оса?|Кардашев Боли для боли|Shwan жгучий боли|Schmidt жгучая боль в масштабе|2.0
1083|Шкала Сковилла используется для измерения жалобы чего?|Магма|солнечные лучи|перцы чили|2.0
1084|Какую масштаб используют астрономы для оценки потенциальной опасности воздействия ближайшего земного объекта?|Бостон воздействия на масштаб опасности|Palermo Техническое воздействие на эффект масштабы опасности|Генуя Техническое воздействие на масштаб опасности|1.0
1085|Какую масштаб измеряет сексуальную ориентацию от 0 (исключительно гетеросексуал) до 6 (исключительно гомосексуал?|Масштаб Johnas|Шкала Киндси|Масштаб Джеймса|1.0
1086|Тропический шторм с устойчивым ветрами, превышающими 33 метра в секунду, что происходит на северо-западе Тихого океана к западу от Datheline, называется этим.|Тяжелый тропический циклон|ураган|тайфун|2.0
1087|Одним из факторов, необходимых для формирования тропического циклона, является теплой поверхностью моря до определенной глубины. Как минимум, насколько теплее должна быть поверхность моря и на какую глубину?|5,5 C (41,9 F) на глубину 100 метров (328 футов)|15 C (59 f) на глубину 25 метров (82 футов)|26,5 С (79,7 е е) на глубину 50 метров (164ФТ)|2.0
1088|Всемирно, тропические пики циклонные пики к концу какого сезона и почему?|Лето, потому что температура воды самые теплые|Весна, из-за быстрой герма воды|падение, как температура быстро падает, воды остаются теплыми|0,0
1089|Расширение масштабов Фудзиты - интенсивность торнадо, ущерб, который он наносит нанесение людей, построенных в состав, этот масштаб классифицирует ураганы путем интенсивности их устойчивых ветров.|Saffir-Simpson Scale|Шкала Бофорта|Шкала Кардашева|0.0
1090|Какое из следующих утверждений лучше всего описывает штормовый порядок?|На берегу воды, связанного с системой погоды с низким давлением|внезапное и быстрое увеличение интенсивности шторма|расширение ураганов глаз|0,0
1091|Анемометры, от греческого слова анемос, означающие ветер, можно использовать для измерения этого.|Ветры Давление и скорость|Власти влаги и скорость|Ветер скорость|0.0
1092|Какие из этих экономических терминов не обозначают ограничение международной торговли, то есть свободный поток товаров между народами?|Торговые квоты|Общее соглашение о тарифах и торговле|нетарифные торговые барьеры|1,0
1093|Каким фактором является причиной для экономистов полагать, что страны постепенно становится более экономически взаимозависимым?|Есть много многонациональных корпораций, которые проектируют, производствуют и продают продукты по всему миру.|Глобальная торговля в значительной степени помогает постоянному прогрессу технологии.|Все эти|2.0
1094|Международная торговля является важной частью мировой экономики. Какое утверждение о международной торговле не соответствует действительности?|Глобализация - это процесс, тесно связанный с международной торговлей.|Большие страны зависят от торговли, чем меньшие страны.|Коммунистические и социалистические народы, как правило, стремятся к совершению отсутствия международной торговли (Аутрки).|1.0
1095|Предположим, что увеличение цены хорошего Y приводит к увеличению спроса на хороший X. Это явление является примером того, какой эффект в экономике?|Эффект дохода|эффект питания|эффект замещения|2.0
1096|Имея в виду законные законы о спросе и снабжения, что будет с равновесием цен и количества автомобилей, если заработная плата работников производства их увеличивается?|Цена будет увеличена; количество будет уменьшаться.|Цена будет уменьшаться; количество увеличится.|Цена увеличится; количество увеличится|0,0
1097|Эластичность - это термин экономической экономикой, который относится к пропорциональному изменению двух переменных, связанных друг с другом. Например, если вы зарабатываете 80 000 долларов в год и используете услугу кабельного телевидения, которые стоит вам на 100 долларов в год, ваш спрос на кабельную услугу?скорее всего, будет тем, что?|Inelastic|совершенно неупругий|эластичный|0,0
1098|Феномен, который ведет индивидуальные потребители и производители до равновесия с рынком, определяется, какой термин в экономике?|Невидимая рука|проблема свободных всадников|цена потолок|0,0
1099|Эффективная минимальная цена, налагаемая правительством, называемым ценовым этажом в экономике, обычно ожидается, что приведет к тому, что?|Избыток|Увеличение спроса|Снижение поставки|0,0
1100|Какая ближайшая звезда на солнце?|Deneb|Vega|Proxima Centuori|2.0
1101|У того, сколько приблизительных степеней венеры появляются с солнца?|78|35|46|2.0
1102|Назовите точку, где объекты орбиты проходят через плоскость орбиты земной орбиты.|Узел|Apogee|Измелость|0.0
1103|Как называется группа небесной сферы, сосредоточенной на эклиптике и окружающей неба?|Vernal Equinox|Зодиак|Фотосфера|1.0
1104|Что такое перигелион?|орбитальная точка ближайшего подхода к Солнцу|орбитальная точка наибольшего расстояния от солнца|затемнение луны, когда она движется через тень земли|0.0
1105|Как долго может длиться от всего лунного затмения?|1 час 40 минут|4 часа 30 минут|2 часа 30 минут|0,0
1106|Коралловый остров, состоит из кораллового рифа, ограждающий депрессию в центре, называется этим.|Патч|атолл|лагуна|1.0
1107|Что случилось с тропическими коралловыми рифами в течение погодных феноменов в 1998 и 2004 годах Эль Нино?|Многие из них были отбелены или даже убиты|некоторые из них взорвали|все они процветали|0.0
1108|Эта страна - крупнейший в мире экспортер кораллов.|Индия|Австралия|Индонезия|2.0
1109|Это естественный метод заживления, который использует рефлексные точки ног, которые соответствуют разным органам и участкам тела.|Рефлексология|восточная массажная терапия|ароматерапия массаж|0,0
1110|Что является наиболее распространенной причиной получения массажа?|Расслабление|боль в суставах|исцеление|0.0
1111|Гладкие штрихи усиливаются этим веществом, которое часто используется во время массажа.|Масло|Масло|Духи|1.0
1112|Как массаж расслабляет тело, снимает боль и уменьшает стресс, он способствует этому.|Лучший сон|рост волос|сильнее кости|0,0
1113|Это новый тип массажа, представленный в 1990 году Hemi Hoani Fox. Это происходит от танца Hawaiian Lomi-Lomi Nui и считается увеличением потока энергии внутри тела и ума.|Массаж Ма-Ури|Чжи Массаж Zhi Ya|Tui Na Massage|0.0
1114|В этом году массажная терапия и кузов были официально предложены впервые как основное медицинское обслуживание, в Атланте, ГА.|1990|1999|1996|2.0
1115|На начало нового тысячелетия это было приближенное количество американцев, которые ежегодно получают массаж.|15 000|150 000|20 000 000|2.0
1116|Что является преобладающим настроением человека с беспокойством?|Гнев|грусть|страх|2.0
1117|Какие из следующих людей, как правило, при высочайшем риске самоубийства?|Депрессия домохозяйка с ребенком для инвалидов|тревожный биржевой букер|разведенный, безработный человек, живущий в одиночку|2.0
1118|Какая из следующих лекарств эффективна как для депрессии, так и для беспокойства?|Buspar (Buspirone)|Paxil (Пароксетин)|Xanax (Альпразолам)|1.0
1119|Депрессия и беспокойство считаются расстройствами настроения. Что из следующего также считается расстройством настроения?|Биполярное расстройство|шизофрения|шизотиповое расстройство личности|0,0
1120|Какая из следующих расстройств не является формой тревоги?|Циклотика|Дизморфное расстройство тела|соматизационное расстройство|0,0
1121|Из следующих лекарств для беспокойства, которая потенциально захватывает?|Prozac (Флуоксетин)|Ативан (Лоразепам)|Buspar (Buspirone)|1.0
1122|Какая система человеческого тела обеспечивает сайт для образования клеток крови?|Сердечно-сосудистые|скелет|по договорной цене|1.0
1123|Цикл жизненного цикла - это серия изменений, которые ячейка проходит с того времени, когда оно образуется до тех пор, пока он не воспроизводит себя. Он включает в себя два этапа. Каковы эти два этапа?|Интерфазы и цитокинес|цитокинес и митоз|дивизия клеток и межфазные|2.0
1124|Костные поверхности не безликих и гладкие, но шрамы с массивом ударов, отверстий и хребтов, называемых маркировкой кости. Как называется маркировка кости, которая очень большая, тупые и нерегулярно в форме?|Crest|бугоркость|Trochanter|2.0
1125|Если я поверхностные мышцы человеческого тела, имея два выдающихся живота, то где я находился?|Нога|бедра|голова|0.0
1126|В организме человека легочная циркуляция различается во многих отношениях от системного циркуляции, потому что она не обслуживает метаболические потребности тканей организма. Что из следующего является истинной последовательностью легочной циркуляции?|Легочный ствол - левая легочная артерия - артерия левого левого легкого - правый атриум - правая легочная артерия - левый желудочек|правый атриум - правый желудочек - легочные артерии - артериолы - капилляры - венелы - леговые вены - левый атриум - левый желудочек|Левый желудочек - левое легкое - правое легкие - артерии лобара левого атриума - легочный ствол|1,0
1127|Как называется мониторы плоских панелей, которые стали все более популярными около 2005 года?|Dlp|ЖК-дисплей|Плазма|1.0
1128|Как называется порт, используемый для подключения периферийных устройств (таких как клавиатуры, мусор и цифровые камеры) на компьютер?|USB|Джек|дисководки|0.0
1129|Какой из них является операционной системой?|Norton Антивирус|Office - Professional Edition|Vista|2.0
1130|Какие возможности указаны, когда спецификации читают DVD ± RW / CD-RW?|Нет никаких возможностей. Это язык программирования.|Есть два диска дисков, один для DVD и один для CD.|Компьютер умеет читать и переписать CDS и DVD.|2.0
1131|Компании Intel и AMD в первую очередь известны своим развитием и изготовлением того, что?|Процессоры|Видеокарты|Программное обеспечение|0.0
1132|Какие из следующих типов клеток мозга усиливают нейронные сигналы и поддерживают гомеостаз?|аксоны|глиальные клетки|нейроны|1.0
1133|Что из следующего является частью лобной доли, область на передней части каждого полушария головного мозга?|Фузриформерная гир|Cingulate Sulcus|Precentral Gyrus|2.0
1134|Что из следующего не является частью группы артерий, снабженных мозгом, известным как круг Уиллиса?|передняя связь артерия|базилярная артерия|внутренняя сонная артерия|1.0
1135|Есть двенадцать черепных нервов, два из которых не присоединяются к мозговой штуцере. Какие эти два нерва?|Вершина челюсти и нижняя мандибулярная|Vagus и аксессуар|Обонятельная и оптическая|2.0
1136|Что из следующего является частью мозговой штуцевой, стебля мозга ниже знаменитых гемишпсов?|neocortex|Телецефанон|Понс|2.0
1137|Фред Гейдж и Питер Эрикссон обнаружил и объявил, что взрослый человеческий мозг производит новые клетки мозга. В каком году они сделали свое открытие?|1998|1992|1997|0.0
1138|Какая часть мозга, расположенная внутри временной доли, связана с формированием памяти?|гиппокамп|субталамус|Amygladala|0.0
1139|Эта эволюционная теория, предложенная неповторимым Стивеном Дж. Гулд и Нилдридж, утверждает, что эволюция возникает не постепенно, но быстро после периодов стаз и в изолированных, локализованных областях.|Случайное генетическое дрейфу|эволюция попкорна|пунктуал равновесие|2.0
1140|Это три миллиона летнее скелет, известное как Люси », было обнаружено в 1974 году и почти на 40% полное. Люси была маленькой, похожим на шимпанзе гоминид, но ходила в прямом эфире, как современные люди. Она является членом этого вида.|Homo Floresiensis|australopithecus afarensis|peking женщина|1.0
1141|Какова общая коллекция чертов, которые определяют физические и поведенческие аспекты организма?|Аллель|фенотип|ДНК маркеры|1.0
1142|До теории Дарвина самая влиятельная линия мысль в отношении разнообразных форм жизни стала учение креационистов, которая сравнила биологические функции в организме к сложным работам часов. Какой христианский аполог выдвинул аналогию часовщика?|Уильям Пейли|Сэр Ричард Докинс|Уильям Генри Грин|0.0
1143|Эволюционный процесс, где выгодные унаследованные черты становятся более распространенными в последующих поколениях организмов, а неблагоприятные менее распространенные, называются чем?|Натуральный выбор|случайный генетический дрейф|поток генов|0.0
1144|Этот монашеский EGGHEAD ведет исследование генетики, которые в конечном итоге объяснили механизмы видообразования посредством генетической мутации. Кто является отесом современной генетики? »|Джеймс Уотсон|Грегор Мендель|Жан-Баптист Ламар|1.0
1145|Moth Moth» - главный пример микроволюции, где цвет моли изменился на протяжении 200 лет, чтобы соответствовать сажу сундукам деревьев, которые он обитает. Темные мотыльки выжили, потому что они были менее заметными, чемИх белые коллеги к птицам, которые на них охотятся. Каков термин, связанный с изменением окраски, продемонстрированные в перцелевой моли?|Промышленный меланизм|революционная адаптация|натуральная пигментария|0,0
1146|Эти животные эволюционные линии - лучшее задокументированные и наиболее четко поняты.|Человек|лошадь|собака|1.0
1147|Во время своего знаменитого путешествия на острова Галапагос Чарльз Дарвин изучал различия в анатомии специфических животных, его наблюдения, устанавливающие сцену для его возможной теории эволюции. Какое анатомия животных сделала Дарвин?|Mockingbird Taulons|Обезьяна лапы|Finch Beaks|2.0
1148|Что из этого является выходным устройством, которое производит звуковой звук?|Принтер|Микрофон|Динамик|2.0
1149|В тригонометрии тангенс определяется как что?|Соотношение сторон, прилегающей к уголм, напротив угла|взаимный косинус|синус, разделенный на Cosine|2.0
1150|Что означает уравнение y = mx + b?|Гипербола|линия|парабола|1.0
1151|Что из них представляет собой локус точек, сумма чьих расстояний от двух заданных точек равна?|Эллипс|парабола|круг|0.0
1152|В геометрии, какова ценность номера, который представлен греческой буквой Pi (π)?Соотношение окружности окружности до его радиуса|соотношение окружности окружности до его диаметра|соотношение диаметра круга к его радиусу|1.0|
1153|Из-за отсутствия атмосферы, кратеры по большинству небесных органов от солнечной системы остаются сохранены в течение сотен миллионов или миллиардов лет. Самый большой известный кратер в Солнечной системе расположен на том, что натуральный спутник?|Луна|Titan|Deimos|0.0
1154|Больше, чем Pluto и Mercury, этот природный спутник - самая большая луна всей солнечной системы.|Titan|Callisto|Ganymede|2.0
1155|Какая планета с самым большим количеством натуральных спутников в солнечной системе?|Уран|Нептун|Юпитер|2.0
1156|Какая из четырех галилевых лун Юпитера отмечается как самый вулканически активное тело в солнечной системе?|Europa|IO|Callisto|1.0
1157|Именован в честь ведущих Sylph в Александре Popes Peem изнасилование замка, Луна Ариэль является натуральным спутником какой планеты Солнечной системы?|Юпитер|Уран|Нептун|1.0
1158|Это небесное тело является самым темным из Урана более крупных лун, и его самая отличительная особенность - это большое экваториальное кольцо яркого материала (предположительно кратер) по имени Вунда, который контрастирует с остальной частью темной поверхности планеты.|Умбриль|Оберон|Титания|0.0
1159|Что такое символ для водорода?|Hy|hr|h|2.0
1160|Что такое символ для неона?|Нет|nn|ne|2.0
1161|Что такое символ для серы?|SF|SU|S|2.0
1162|Что такое символ для висмута?|Bs|b|bi|2.0
1163|Что такое символ для платины?|Pt|pl|p|0,0
1164|Что такое символ для кадмия?|CM|CD|C|1.0
1165|Что такое символ для рутений?|R|RH|RU|2.0
1166|Какая ветвь ботаники связана с изучением деревьев и древесных растений?|Лесология|ТОПИИ|Дендрология|2.0
1167|Самые ранние деревья на планете были типом папоротников и считаются, когда в какой период земной геологической истории?|Палеозойский|кенозойский|precambrian|0.0
1168|Босайский бонсай, вытекающий из японца, относится к чему из них?|Техника для миниатюрных выращивающих деревьев|вид миниатюрных деревьев|Тип удобрений, который уменьшает размер деревьев|0,0
1169|Баобаб, род деревьев, типичных для засушливых районов, как известно, используется коренным австралийцами как источником воды, продуктов питания и медицинского средства. В 1890-х годов, однако, большая, полый баобаб, расположенный недалеко от дерби, западной Австралии.был адаптирован для чего использование?|Тюрьма|Ратуша|детский сад|0.0
1170|Отметьте неверное утверждение о секвионах, которые являются одними из самых больших и старейших деревьев на планете.|Sequoias являются вечнозелеными деревьями.|Секвионы - это моносистемы.|Sequoias может достигать до 150 м (490 футов) в высоту.|2.0
1171|Methuselah, великий бассейн бристокона, расположенный в национальном лесе inyo в Калифорнии, замечательно по какой причине?|Это самый извилистый живой организм.|Это самый высокий известный живой организм.|Это самый старый известный живой организм.|2.0
1172|В городе Афины Грузия, США, есть белый дуб с большим количеством прав, чем любое другое дерево. Что такое особенное в этом дереве?|Коснуться его против закона.|Она владеет самим собой. Он владеет человеком.|1.0|
1173|Алмазное дерево, гигантское дерево Karri, расположенное к югу от Манжимепа, западная Австралия, имеет практическое использование туземцев с 1939 года, служат как?|Огонь обратная платформа|проживание для родных бездомных|башня военной часы|0.0
1174|После многих лет расчетов и наблюдений о результатах математики нашли, какие из этих утверждений о математической постоянной PI будет правдой?|Цифры PI в конечном итоге достигают точки, когда они повторяют их шаблон.|Цифры PI одинаково распределены.|Количество 3S больше, чем любая другая цифра в PI.|1.0
1175|В каком знаменитой математике проблема, сначала поставленная в 18 веке французским математиком, является PI вовлеченным?Проблема иглы Буффона|Проблема продавца путешествий|Парадокс Zeno из черепахи|0,0|
1176|Иррациональная постоянная PI не только популярна в математике, но и в научной фантастике. Какая из этих серий есть эпизод, в котором ПИ играет значительную роль?|Потерян в космосе|Firefly|Star Trek|2.0
1177|Каким образом это популярное предложение, связанное с константой, Пи: Сэр, я отправляю рифму, превысившуюся в священную истину и жесткое правописание.|Значение PI кодируется в положении каждой буквы в алфавите.|Это мнемоническое устройство для приближенного значения PI.|Это начало длительного стихотворения, описывающего историю PI.|1.0
1178|Какова была максимальная сумма памяти, которая могла быть установлена на 1975 PDP-11/70, один из самых мощных из популярных популярных серий PDP-11, созданный корпорацией цифрового оборудования?|512 КБ|4 МБ|16 МБ|1.0
1179|Фундаментальная книга Язык программирования C был написан в 1978 году BWK и каким другим компьютерным ученым?|DRM|DMR|MDR|1.0
1180|Теория вычислимости задачи остановки была решена в каком году?|Это не может быть решено для всех возможных случаев.|1937|1956|0,0
1181|Цикл воды является непрерывным движением воды выше и ниже поверхности планеты. Какой этот процесс также называет?|Гидроскопический цикл|гидрологический цикл|гидрографический цикл|1.0
1182|Вода можно найти в трех основных состояниях на земле. Что из следующего не является одним из них?|Лед|Жидкость|Кристалл|2.0
1183|Что из этого из этого не является одним из процессов, изменяющих государства, через которые воду идет на природу?|Концентрация|конденсация|осадки|0,0
1184|EvapotransPiration - это термин, связанный с какой из этих групп?|Растения|животные|водяные бассейны|0.0
1185|Какая линия содержит только виды осадков?|Снег, пар, туман капельница, град|дождь, туман капельница, стока, соревнования|Граупель, Снаряд, снег, град|2.0
1186|О том, какая из этих факторов зависит от общего количества воды на землю в определенный момент?|Ни один из них|время дня|расстояние от солнца|0,0
1187|Кэпс и ледники и ледники являются вторыми по величине водными резервуарами на земле после океанов. Какой процент воды планеты они держат?|18%|10%|2%|2.0
1188|Этот загрязнительный ответ вызывает воспаление легких, нарушенное дыхание, кашель, боль в груди, тошноте и раздражение горла и постоянного повреждения ткани легких в длительном воздействии.|Смог|парниковый газ|диоксид углерода|0.0
1189|Этот газ производится в основном автомобилями. Он препятствует способности организма носит кислород в крови, вызывая серьезные проблемы для людей с сердечно-сосудистыми заболеваниями.|Кислотные сульфаты|оксид углерода|монооксид углерода|2.0
1190|Этот тип загрязняющих веществ вызывает подкисление рек, озер, а также ущербных листвы дерева и ухудшает качество почвы.Кислотный дождь|плавление полюсов|озоновое отверстие|0,0|
1191|Загрязнение повредила эту великую китайскую древнюю привлекательность, и он продолжает распадаться.|Терракотовые воины|Запретный город|площадь Тяньаньмэнь|0,0
1192|Современные автомобили загрязняют гораздо меньше, чем автомобили в 60-х годах. Сегодня требуется много современных автомобилей, чтобы произвести такое же количество загрязнения воздуха, что и автомобиль от 60-х годов.|20|5|10|0.0
1193|Средняя температура по всему миру поднялась в предыдущем веке из-за глобального потепления по этому поводу.|3 градуса по Фаренгейту|4 градуса по Фаренгейту|1 градус по Фаренгейту|2.0
1194|Этот дефект атмосферы Земли, вызванные промышленным загрязнением, позволяет больше радиации достичь поверхности нашей планеты.|Парниковая дыра|дыра дыма|озоновое отверстие|2.0
